molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL347708,CCCC[C@H](NC(=O)[C@H](Cc1ccsc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,active,130.0
CHEMBL405678,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,active,110.0
CHEMBL317487,COc1ccc2c(O[C@@H]3C[C@@H](C(=O)NC(CC(F)F)C(=O)NCCc4c(F)cc(C(=O)O)cc4F)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C3)cc(-c3ccccc3)nc2c1,active,54.0
CHEMBL328782,COc1ccc2c(O[C@@H]3C[C@@H](C(=O)NC(CC(F)F)C(=O)NCCc4c(F)cc(C(=O)O)cc4F)N(C(C)=O)C3)cc(-c3ccccc3)nc2c1,inactive,38150000.0
CHEMBL93512,C=CC1C[C@]1(NC(=O)C1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O,active,25.0
CHEMBL347015,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](COCc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,active,29.0
CHEMBL216441,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(=O)N[C@@H](CC)c1ccccc1,active,11.0
CHEMBL421380,COc1ccc2c(O[C@@H]3C[C@@H](C(=O)NC(CC(F)F)C(=O)NCCc4ccc(C(=O)O)cc4)N(C(=O)[C@@H](NC(=O)OCC(C)C)C(C)C)C3)cc(-c3ccccc3)nc2c1,active,400.0
CHEMBL435436,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)Cc1ccc2ccccc2c1)C(C)(C)C)C(=O)C(N)=O,active,90.0
CHEMBL348546,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)C)C(C)(C)C)C(=O)C(N)=O,active,20.0
CHEMBL351341,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)c1ccccc1)C(=O)C(N)=O,active,42.0
CHEMBL94003,COc1ccc2c(O[C@@H]3CC(C(=O)NC(CC(F)F)C(=O)O)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C3)cc(-c3ccccc3)nc2c1,active,180.0
CHEMBL349586,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,active,41.0
CHEMBL2371716,CCC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,71000.0
CHEMBL2371721,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C(=O)N1C[C@H](OCc2ccccc2)C[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,active,33.0
CHEMBL360983,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C(=O)N1C[C@@H](OCc2ccccc2)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C,active,51.0
CHEMBL2371300,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,active,1000.0
CHEMBL175623,CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC(F)F)C(=O)C(=O)O,intermediate,1700.0
CHEMBL175948,C=C[C@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3ccccc23)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,active,13.0
CHEMBL297884,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,intermediate,3000.0
CHEMBL2369715,CCCC[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(c1ccccc1)c1ccccc1)[C@@H](C)CC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(N)=O)C(C)C,intermediate,1800.0
CHEMBL2369716,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(N)=O)C(C)C,intermediate,1300.0
CHEMBL386885,CCCC[C@H](NC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(C)=O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,active,1000.0
CHEMBL1791289,CCCC[C@H](NC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(c1ccccc1)c1ccccc1)[C@H](C)CC)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,active,100.0
CHEMBL175971,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1CCCC[C@H]1C(=O)O)C(N)=O,inactive,15000.0
CHEMBL414693,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CCCCCNC(=O)CCCCCNC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,active,600.0
CHEMBL414722,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CCCCCNC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,intermediate,3000.0
CHEMBL2371723,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(C)C)[C@@H](C)CC)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCCCC[C@H](NC(=O)CCCCCNC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(C)C)C(=O)O)C(C)C,intermediate,3000.0
CHEMBL428797,CC[C@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCCCCNC(=O)CCCCCNC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(C)C)C(C)C)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](CS)C(=O)O)C(C)C)C(C)C)[C@@H](C)CC)C(C)C,active,200.0
CHEMBL413195,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCCCCNC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C)C(C)C,active,200.0
CHEMBL179197,CCCC(=O)c1cc2c(c(O)c1C)C(=O)C(=O)c1c(O)cccc1-2,intermediate,7000.0
CHEMBL294018,O=C1C=C2C(=CCOC2O)O1,intermediate,3800.0
CHEMBL61801,CC(=O)OC1OCC=C2OC(=O)C=C21,intermediate,7200.0
CHEMBL367843,O=C1C=C2C(=CCOC2OC(=O)c2cccc(Br)c2)O1,inactive,12600.0
CHEMBL175532,CCCCCCCCCCCCCNC(=O)c1c(O)cc(O)c([N+](=O)[O-])c1O,intermediate,5800.0
CHEMBL179818,CCCCCCCCCCCCCCCCC/C(=C1\SC(=S)N(CC(=O)O)C1=O)c1ccccc1,intermediate,2300.0
CHEMBL333397,CC(=O)OCCC/C(=C1/SC(=S)N(CC(=O)O)C1=O)c1ccc(Br)cc1,intermediate,6400.0
CHEMBL362443,O=C1NC(=S)S/C1=C/c1cc([N+](=O)[O-])ccc1Sc1ccc(Cl)cc1,intermediate,3200.0
CHEMBL325640,O=C(Nc1ccc(Oc2ccc(Cl)c3ccccc23)c(Cl)c1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1,intermediate,6500.0
CHEMBL115114,O=C(Nc1cc(Cl)ccc1Oc1ccc2ccccc2c1Cl)c1cc(Cl)cc(Br)c1O,intermediate,6200.0
CHEMBL398463,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1,inactive,180000.0
CHEMBL3306225,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1,inactive,250000.0
CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,active,1000.0
CHEMBL177820,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,inactive,20000.0
CHEMBL607669,OC[C@H]1O[C@@H](n2nnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,intermediate,1500.0
CHEMBL607670,Nc1nc(=O)c2c(ncn2C2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,inactive,12000.0
CHEMBL175888,Nc1nc(=O)c2c(ncn2COCCOCc2ccccc2)c(=O)[nH]1,intermediate,5500.0
CHEMBL2368688,N=c1nc(N)c2ncn([C@H]3O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)[C@H](O)[C@@H]3O)c2c(N)n1.[Na+],active,550.0
CHEMBL2368690,CCN(CC)CC.CCN(CC)CC.O=C1NNC(=O)c2c(ncn2[C@H]2O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]2O)N1,intermediate,1500.0
CHEMBL422,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,active,700.0
CHEMBL298210,O=C(CCCCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,active,700.0
CHEMBL366398,c1cc(CN2CCC(C3=NC4CCCCC4N3)CC2)ccc1CN1CCC(C2=NC3CCCCC3N2)CC1,intermediate,7000.0
CHEMBL417,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,active,750.0
CHEMBL504459,COC(=O)[C@@H]1c2cc3c(c(O)c2[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC)[C@@](C)(OC)[C@H]2OC)C[C@]1(C)O)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@@H]1O,active,100.0
CHEMBL447974,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,intermediate,1890.0
CHEMBL1159463,O=C(OC[C@H]1O[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1,active,750.0
CHEMBL382408,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,intermediate,1600.0
CHEMBL430264,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(C)(=O)=O,inactive,25000.0
CHEMBL366037,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)C(F)(F)F,active,470.0
CHEMBL188238,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1ccccc1,intermediate,8900.0
CHEMBL187619,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)Cc1ccccc1,inactive,12000.0
CHEMBL187517,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cccc(Cl)c1,active,250.0
CHEMBL187493,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cccc([N+](=O)[O-])c1,active,410.0
CHEMBL363259,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cccc(-c2ccccc2)c1,active,640.0
CHEMBL187516,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1ccc2ccccc2c1,intermediate,1200.0
CHEMBL364144,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,active,920.0
CHEMBL189098,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1ccc(-c2ccccc2)cc1,intermediate,2400.0
CHEMBL412198,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cc(Cl)cc(S(=O)(=O)NC(=O)c2ccccc2)c1,active,120.0
CHEMBL187781,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cc(Cl)cc(Cl)c1,active,130.0
CHEMBL361930,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cc(C(=O)O)ccc1Cl,active,110.0
CHEMBL188450,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1nnc(NC(C)=O)s1,active,250.0
CHEMBL183074,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCc1nn[nH]n1,active,40.0
CHEMBL188449,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cccc(-c2ccccc2)c1,active,60.0
CHEMBL407699,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cc(Cl)cc(S(=O)(=O)NC(=O)c2ccccc2)c1,active,60.0
CHEMBL424999,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cc(Cl)cc(S(N)(=O)=O)c1,active,50.0
CHEMBL189038,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1nnc(NC(=O)c2ccc(Cl)cc2)s1,active,20.0
CHEMBL188984,CCCCCC(=O)Nc1nnc(S(=O)(=O)NC(=O)CNC(=O)C(=O)[C@H](CC(F)F)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c2cnccn2)[C@@H](C)CC)s1,active,20.0
CHEMBL275290,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)O,active,60.0
CHEMBL13256,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)O,active,230.0
CHEMBL185754,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCS(=O)(=O)O,active,220.0
CHEMBL187449,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCc1nn[nH]n1,active,460.0
CHEMBL380997,CCC[C@]1(CC(=O)O)OCCc2c1sc1c(C)cc(F)c(C#N)c21,inactive,75000.0
CHEMBL210593,Cc1cc(S(=O)(=O)N2CCC[C@H]2C(=O)O)c(N)cc1Cl,inactive,75000.0
CHEMBL222152,CC(C)C[C@H](NC(=O)C1Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,50000.0
CHEMBL225245,CC(C)C[C@H](NC(=O)C1(C2CCCCC2)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,69000.0
CHEMBL225409,CC(C)C[C@H](NC(=O)C1(CC2CCC2)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,34000.0
CHEMBL222822,CC(C)C[C@H](NC(=O)C1(Cc2ccc(Cl)s2)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,intermediate,3700.0
CHEMBL390344,CC(C)C[C@H](NC(=O)C1(Cc2ccsc2C(=O)O)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,active,700.0
CHEMBL390344,CC(C)C[C@H](NC(=O)C1(Cc2ccsc2C(=O)O)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,73000.0
CHEMBL390344,CC(C)C[C@H](NC(=O)C1(Cc2ccsc2C(=O)O)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,38000.0
CHEMBL390344,CC(C)C[C@H](NC(=O)C1(Cc2ccsc2C(=O)O)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,27000.0
CHEMBL439547,CC(C)C[C@H](NC(=O)C1Cc2ccc(OCC(=O)O)cc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,10000.0
CHEMBL439547,CC(C)C[C@H](NC(=O)C1Cc2ccc(OCC(=O)O)cc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,inactive,27000.0
