molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL1790298,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O,inactive,890000.0
CHEMBL2369570,CC[C@@H](C)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,800000.0
CHEMBL1790291,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,33000.0
CHEMBL2372768,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,40000.0
CHEMBL295605,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,28000.0
CHEMBL2372766,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,830000.0
CHEMBL341277,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,1000000.0
CHEMBL1790302,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)CN)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,52000.0
CHEMBL2372769,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,200000.0
CHEMBL1790283,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)O)C(C)C,inactive,500000.0
CHEMBL1790296,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CN)C(=O)O)C(C)C,inactive,1000000.0
CHEMBL60795,O=C1C=C2C(=CCOC2OC(=O)c2ccc(Br)cc2)O1,active,12.6
CHEMBL61801,CC(=O)OC1OCC=C2OC(=O)C=C21,active,7.2
CHEMBL294018,O=C1C=C2C(=CCOC2O)O1,active,3.8
CHEMBL3215349,O=C1OC[C@H]2O[C@@H](Oc3cc(O)c4c(c3)OC(c3ccccc3)CC4=O)[C@H](O)[C@@H](O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,active,300.0
CHEMBL509123,O=C1OC[C@H]2O[C@@H](Oc3cc(O)c(C(=O)CCc4ccccc4)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,active,800.0
CHEMBL75579,CCC[C@H](NC(=O)[C@@H]1C[C@@H](OCc2ccccc2C)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,intermediate,6800.0
CHEMBL74584,CCC[C@H](NC(=O)[C@@H]1C[C@@H](OCc2cccc(C)c2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,intermediate,3500.0
CHEMBL1790303,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,inactive,71000.0
CHEMBL311252,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](OCc2cccc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,active,13.0
CHEMBL306094,CCC[C@H](NC(=O)[C@@H]1C[C@@H](OCc2ccc(C)cc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,intermediate,2500.0
CHEMBL408020,CC(C)[C@H](NC(=O)[C@@H](NC(=O)CCCC(=O)O)C1CCCCC1)C(=O)N1C[C@H](OCc2cccc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1,active,900.0
CHEMBL305491,CCC[C@H](NC(=O)[C@@H]1C[C@@H](OCc2ccc3ccccc3c2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,active,710.0
CHEMBL273360,CCC[C@H](NC(=O)[C@@H]1C[C@H](OCc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,inactive,206000.0
CHEMBL265531,CCC[C@H](NC(=O)[C@@H]1C[C@@H](OCc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,intermediate,7000.0
CHEMBL309808,CCC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,intermediate,3300.0
CHEMBL76181,CCC[C@H](NC(=O)[C@@H]1C[C@@H](CCc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,inactive,10000.0
CHEMBL306026,CCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,inactive,93000.0
CHEMBL307012,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C,inactive,54000.0
CHEMBL432156,CCC[C@H](NC(=O)[C@@H]1C[C@@H](OCc2ccc3ccccc3c2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,active,27.0
CHEMBL72695,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,inactive,150000.0
CHEMBL306027,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,inactive,17000.0
CHEMBL306390,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,intermediate,7500.0
CHEMBL75558,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](OCc2cccc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,intermediate,3500.0
CHEMBL310738,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(F)(F)F,inactive,22000.0
CHEMBL307166,CCC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,inactive,60000.0
CHEMBL73787,CCC[C@H](NC(=O)[C@@H]1C[C@@H](OCc2cccc3ccccc23)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,active,390.0
CHEMBL176355,CCOC(=O)CN1C(=O)/C(=C(\C)c2cccc(OC(=O)N[C@@H](CC(C)C)C(=O)N(CCN(Cc3ccc(C(=O)OC)cc3)Cc3ccc(C(=O)OC)cc3)Cc3ccc(Cl)cc3)c2)SC1=S,inactive,16000.0
CHEMBL173276,C=CCN1C(=O)/C(=C/c2cc3c(cc2[N+](=O)[O-])OCO3)SC1=S,inactive,40000.0
CHEMBL369617,CCOC(=O)CN1C(=O)/C(=C(\C)c2cccc(NS(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)NCCNC(=O)OC(C)(C)C)cc4)cc3)c2)SC1=S,inactive,15000.0
CHEMBL369234,COC(=O)CN1C(=O)/C(=C/c2cc3c(cc2[N+](=O)[O-])OCO3)SC1=S,inactive,71000.0
CHEMBL366853,O=C(O)CN1C(=O)/C(=C/c2cc([N+](=O)[O-])ccc2F)SC1=S,inactive,64000.0
CHEMBL425679,C/C(=C1/SC(=S)N(CC(=O)O)C1=O)c1ccc(-c2ccccc2)cc1,inactive,20000.0
CHEMBL443475,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc([N+](=O)[O-])c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,40.0
CHEMBL274721,C=CC[C@H](NC(=O)[C@@H]1C[C@H](CCCc2ccccc2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,intermediate,2000.0
CHEMBL407896,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCC(C)C)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,170.0
CHEMBL16104,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3ccccc3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,240.0
CHEMBL15861,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2ccc(OC)cc2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,50.0
CHEMBL277953,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2cccc(C)c2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,400.0
CHEMBL416351,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NC)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,320.0
CHEMBL429777,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCC)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,230.0
CHEMBL16670,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCC3CCCCC3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,200.0
CHEMBL414202,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc(OC)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,60.0
CHEMBL274985,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(N)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,190.0
CHEMBL428527,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc(F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,60.0
CHEMBL276280,CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,20.0
CHEMBL409558,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2cccc(OC)c2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,260.0
CHEMBL280301,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCCC)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,180.0
CHEMBL278637,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2ccc(C)cc2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,60.0
CHEMBL278479,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCCCC)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,160.0
CHEMBL278400,C=CC[C@H](NC(=O)[C@@H]1C[C@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,510.0
CHEMBL278710,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,2.0
CHEMBL15823,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2ccc(-c3ccccc3)cc2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,6.0
CHEMBL15632,C=CC[C@H](NC(=O)[C@@H]1CCc2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,intermediate,4600.0
CHEMBL277838,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3ccccn3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,90.0
CHEMBL15786,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2ccccc2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,260.0
CHEMBL276504,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,20.0
CHEMBL279813,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2ccccc2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,60.0
CHEMBL15867,C=CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3ccc(O)c(O)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1,active,110.0
CHEMBL77047,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(Cc3ccc(O)c(C(=O)O)c3)C(=O)O)cc21,intermediate,7000.0
CHEMBL77664,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)Nc3cc(C(=O)O)cc(C(=O)NC(CC(=O)O)C(=O)O)c3)cc21,active,1000.0
CHEMBL312140,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(Cc3ccc(OCC(=O)O)cc3)C(=O)O)cc21,active,1000.0
CHEMBL312220,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(Cc3cccc(C(=O)O)c3)C(=O)O)cc21,inactive,25000.0
CHEMBL310429,COC(=O)c1ccccc1S(=O)(=O)NC(=O)CC[C@H](NC(=O)c1ccc2nc(Cc3nc4cc(C(N)=O)ccc4[nH]3)n(C)c2c1)C(=O)OCc1ccccc1,inactive,29000.0
CHEMBL75799,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)Nc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cc21,inactive,17000.0
CHEMBL75693,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)Nc3cc(C(=O)O)cc(C(=O)NC(CCC(=O)O)C(=O)O)c3)cc21,intermediate,2000.0
CHEMBL419463,Cn1c(Cc2nc3ccccc3[nH]2)nc2ccc(C(=O)NC(CCC(=O)N(CC(=O)O)CC(=O)O)C(=O)O)cc21,intermediate,7700.0
CHEMBL80922,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CCP(=O)(O)O)C(=O)O)cc21,active,870.0
CHEMBL310192,COC(=O)c1ccccc1S(=O)(=O)NC(=O)CC(NC(=O)c1ccc2nc(Cc3nc4cc(C(N)=O)ccc4[nH]3)n(C)c2c1)C(=O)O,intermediate,8100.0
CHEMBL306989,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CCCCCP(=O)(O)O)C(=O)O)cc21,active,510.0
CHEMBL310787,COC(=O)c1ccccc1S(=O)(=O)NC(=O)CC(NC(=O)c1ccc2nc(Cc3nc4ccccc4[nH]3)n(C)c2c1)C(=O)O,inactive,11000.0
CHEMBL76832,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)Nc3cccc(C(=O)NC(CCC(=O)O)C(=O)O)c3)cc21,intermediate,6400.0
CHEMBL77224,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(Cc3ccc(OCC(=O)O)c(C(=O)O)c3)C(=O)O)cc21,intermediate,4000.0
CHEMBL78024,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CC(C(=O)O)C(=O)O)C(=O)O)cc21,intermediate,2600.0
CHEMBL306151,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NCCc3ccc(OCC(=O)O)cc3)cc21,inactive,16000.0
CHEMBL76021,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)Nc3cccc(C(=O)NCCCC(=O)O)c3)cc21,inactive,43000.0
CHEMBL309915,COC(=O)c1ccccc1S(=O)(=O)NC(=O)C[C@H](NC(=O)c1ccc2nc(Cc3nc4cc(C(N)=O)ccc4[nH]3)n(C)c2c1)C(=O)OCc1ccccc1,inactive,37000.0
CHEMBL310845,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CCC(=O)NS(=O)(=O)c3ccccc3C(=O)O)C(=O)O)cc21,intermediate,2600.0
CHEMBL80925,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CC(=O)NS(=O)(=O)c3ccccc3C(=O)O)C(=O)O)cc21,intermediate,1600.0
CHEMBL309006,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CCCP(=O)(O)O)C(=O)O)cc21,active,820.0
CHEMBL421708,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21,active,200.0
CHEMBL421708,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21,inactive,167000.0
CHEMBL76142,Cn1c(Cc2nc3ccccc3[nH]2)nc2ccc(C(=O)NCCc3ccc(OCC(=O)NS(=O)(=O)c4ccccc4)cc3)cc21,inactive,12000.0
CHEMBL311987,Cn1c(Cc2nc3ccccc3[nH]2)nc2ccc(C(=O)NC(CC(=O)NS(=O)(=O)c3ccccc3C(=O)O)C(=O)O)cc21,intermediate,3400.0
CHEMBL80838,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(Cc3cc(OCC(=O)O)ccc3C(=O)O)C(=O)O)cc21,inactive,12000.0
CHEMBL307059,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(Cc3ccc(C(=O)O)c(OCC(=O)O)c3)C(=O)O)cc21,intermediate,9000.0
CHEMBL326207,Cc1ccc(CC[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)c(C)c1,active,530.0
CHEMBL109592,Cc1ccccc1CC[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,active,820.0
CHEMBL278908,CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCc1cc(F)ccc1F)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1)C(C)C,active,930.0
CHEMBL325081,Cc1ccc(C)c(CC[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)c1,active,1000.0
CHEMBL175190,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ccnc3ccccc23)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,active,110.0
CHEMBL369239,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2ccnc3cc(C(F)(F)F)ccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,intermediate,8000.0
CHEMBL84319,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3ccccc23)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,active,13.0
CHEMBL175386,C=CC1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3ccccc23)CN1C(=O)[C@@H](NC(C)=O)C(C)C)C(=O)O,intermediate,3000.0
CHEMBL177169,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2cccc(Br)c2)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,inactive,52000.0
CHEMBL367655,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2ccnc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,inactive,22000.0
CHEMBL82642,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2cc(-c3ccccc3)nc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,active,370.0
CHEMBL366828,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2cccc(-c3cccc([N+](=O)[O-])c3)c2)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,intermediate,4000.0
CHEMBL368579,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cccc(-c3ccccc3)c2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,active,120.0
CHEMBL75558,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](OCc2cccc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,intermediate,4000.0
CHEMBL75558,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](OCc2cccc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,active,390.0
CHEMBL75558,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](OCc2cccc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,inactive,54000.0
CHEMBL177480,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2cccc(-c3ccccc3)c2)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,intermediate,6200.0
CHEMBL323107,COc1ccc2c(O[C@@H]3C[C@@H](C(=O)NC(CC(F)F)C(=O)NCCc4ccc(C(=O)O)cc4)N(C(=O)[C@@H](O)C(C)C)C3)cc(-c3ccccc3)nc2c1,inactive,11000.0
CHEMBL330117,C=CC1C[C@]1(NC(=O)C1C[C@@H](Oc2ccnc3ccccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O,active,330.0
CHEMBL330117,C=CC1C[C@]1(NC(=O)C1C[C@@H](Oc2ccnc3ccccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O,active,500.0
